,Time,Id,Text,Polarity,Subjectivity
0,2021-12-03 09:55:13,1466783083185819650,Yesterday I learned that my daughter inherited a VERY BAD trait of mine...it's bad...she's a Scorpio n a girl who will fight Goliath 😫,-0.9099999999999998,0.8666666666666667
1,2021-12-03 09:55:19,1466783109651722241,"Wrap up your week with us!
.
.
Buffalo Chicken or Chipotle Chicken?🌶 @ West End Bar &amp; Grill https://t.co/uWW1osAkik",-0.6,0.95
2,2021-12-03 09:55:24,1466783129109245957,Lemme Hit Level 40 Real Quick Then Go On PS5 Wit My Gangstas Right After 😤🗣! Shit Like Dat,0.219047619047619,0.6952380952380951
3,2021-12-03 09:55:24,1466783131961372678,@vincnza HELLO SWOOPY BANGS 😩😩😩😩,0.0,0.0
4,2021-12-03 09:55:28,1466783146104565761,Especially makes sense when you look at his kick off campaign against Garvey &amp; then later on against the BPP 👀 dude… https://t.co/zw8wk16XHA,0.0,0.5
5,2021-12-03 09:55:28,1466783148054880258,Smoking weed as meditation https://t.co/KpNq8ooE7X,0.0,0.0
6,2021-12-03 09:55:29,1466783149652905992,@RTaub_ @islesblogger One thing I notice is when he drives to the net he doesn’t go between the circles much anymor… https://t.co/zZAVrjXjmO,0.1,0.1
7,2021-12-03 09:55:30,1466783157802483713,"Just because you think something is bad, doesn’t mean you have to say it.

It may be as bad as you say, but you’re choosing to be mean.",-0.5062499999999999,0.6770833333333333
8,2021-12-03 09:55:33,1466783167810052097,"The accent thing isn’t as crazy as made out to be imo, but the way he drawls out “FAM-LEE” is definitely wild 😂",-0.25,0.65
9,2021-12-03 09:55:35,1466783175082917893,Goosebumps early,0.1,0.3
10,2021-12-03 09:55:39,1466783194670415875,@KaiserKuo @stadenesque Great! Suspected you were ahead of the curve as usual. Common Prosperity in One Country?,0.15,0.5
11,2021-12-03 09:55:40,1466783197421875204,Congratulations to XC runner Liz Donofry on being named Student of Month! You are so deserving of this and we are s… https://t.co/FtYZH2pvTc,0.6,0.8
12,2021-12-03 09:55:46,1466783222696710149,@Luke_StansNFL sypos sucks,-0.3,0.3
13,2021-12-03 09:55:51,1466783243156529152,RT:#Hindu burnt alive by #Muslims Mob in #Sialkot #Punjab #Pakistan for alleged #blasphemy .@USCIRF @m4heshj… https://t.co/M92XKtuxGp,0.0,0.25
14,2021-12-03 09:55:53,1466783251780022277,Deacon Steve: How Much Will We Sacrifice for the Lord?  https://t.co/5Ai6iYHaRg,0.2,0.2
15,2021-12-03 09:55:53,1466783254179196928,@FinMatson GM! Love the mood!,0.625,0.6
16,2021-12-03 09:55:54,1466783256544743427,I do not like insecure woman when it comes to me tattooing if you have an issue then I'm not the person for you I don't tolerate that shit,-0.35,0.8375
17,2021-12-03 09:55:57,1466783270650232839,"@Suzierizzo1 Mothers never lie?
Educated people never lie?
Christians never lie?
Hah",0.0,0.0
18,2021-12-03 09:55:59,1466783278665453578,They Definitely Already Slutting Him Out,0.0,0.5
19,2021-12-03 09:55:59,1466783279097520128,@joeyjabs @cattaneo_hernan Damnnnnnnn nice,0.6,1.0
20,2021-12-03 09:56:04,1466783297195892743,"Bruh im not that old...... 
Your Spotify Playlist might say otherwise..... 
Mine says fuck with me in the early 200… https://t.co/9wco3KKYHX",-0.0666666666666666,0.3666666666666667
21,2021-12-03 09:56:07,1466783309430759429,@HarryRemler Fearless = superpower,0.0,0.0
22,2021-12-03 09:56:13,1466783334638440461,"let me just say… this @CULionsWBB team is DIFFERENT 😳🔥 
https://t.co/uFG3rbAbRN",0.0,0.6
23,2021-12-03 09:56:17,1466783354750222341,"first the shade room, now Hollywood unlocked. my Twitter is unhinged.",0.25,0.3333333333333333
24,2021-12-03 09:56:22,1466783375453216773,Gonna throw on this Chilled Cow video and get lethargically productive in here.,-0.1333333333333333,0.1666666666666666
25,2021-12-03 09:56:23,1466783377642688513,"Lesson of the Day:

If they don't know ya dreams, 
then they can't shoot an down..
#JCole",-0.1555555555555555,0.2888888888888889
26,2021-12-03 09:56:25,1466783385981001728,@cotton_bria the graves are walking by john kelly,0.0,0.0
27,2021-12-03 09:56:25,1466783388019445761,I legitimately ripped my pants today,0.0,0.0
28,2021-12-03 09:56:27,1466783394776420359,what a friday 🌊🌊🌊 https://t.co/PByn85aLlj,0.0,0.0
29,2021-12-03 09:56:28,1466783398337335299,@sgcarney How very 2021.,0.2,0.3
30,2021-12-03 09:56:30,1466783409443942403,Some of DocuSign’s puts are up more than 100x https://t.co/5oWXWMWAGb,0.5,0.5
31,2021-12-03 09:56:32,1466783414166724619,Frog Alley Squint on tap now. https://t.co/MlMfCroJYm @frog_alley #BeerMenus,0.0,0.0
32,2021-12-03 09:56:33,1466783420294565898,@Bodybuildingcom A true pipeline of young talent. I think too many people want to see results too quickly or otherw… https://t.co/6hGKPD3X9x,0.3208333333333333,0.5125
33,2021-12-03 09:56:33,1466783420911177733,@TrudyVigil Plus Justice Amy is not exactly interested in helping women either,-0.125,0.5
34,2021-12-03 09:56:34,1466783426103631876,"Just posted a photo @ New York City, N.Y. https://t.co/hUdReQxqwy",0.1363636363636363,0.4545454545454545
35,2021-12-03 09:56:37,1466783435318607874,They used to be piff!! They were the star attraction in every breakfast combo!,0.0,0.0
36,2021-12-03 09:56:37,1466783437344362499,Great👍💪😎🖖💙🌊,0.0,0.0
37,2021-12-03 09:56:38,1466783439580016650,"Lunch atop a Cheese Grater. 
Even unfortunate circumstances lead to fond memories, but in the case of chasing rainb… https://t.co/8Mtn3rY6mZ",-0.5,1.0
38,2021-12-03 09:56:39,1466783446261501952,Just posted a video @ Rockefeller Center https://t.co/p5mAGokqp3,-0.1,0.1
39,2021-12-03 09:56:40,1466783448006336517,@jayyjugooooo @EBROINTHEAM @willsmith Crazy times we living in,-0.6,0.9
40,2021-12-03 09:56:41,1466783454222340097,That part lol,0.8,0.7
41,2021-12-03 09:56:47,1466783477764866052,Just posted a photo @ Amsterdam Whitney Gallery https://t.co/Vg3CdJtOhM,0.0,0.0
42,2021-12-03 09:56:56,1466783514632851456,"@AirlineFlyer I've tried to get from Spotsylvania, VA to Plaistow, NH by commuter train and the occasional bus. Onl… https://t.co/xl9YSXuDZA",0.0,0.125
43,2021-12-03 09:57:02,1466783542021656579,"@TheLaurenChen When a woman wants a pregnancy it's a baby, yet if she doesn't it's just an unimportant lump of cell… https://t.co/8HNIk3HZAo",-0.1,0.525
44,2021-12-03 09:57:02,1466783543183429632,"wait!

i know you lying!!!",0.0,0.0
45,2021-12-03 09:57:07,1466783564167626762,"Nothing will happen.
This is such a deep rooted issue in Pakistan.
Yes! These goons might be tried in court but the… https://t.co/XPHK7Jdtjj",0.0,0.45
46,2021-12-03 09:57:09,1466783572149387266,"If you listen closely, you can hear the sound of the Chinese Tech bubble popping. 

I’m short several Chinese tech… https://t.co/6riU21ac2p",0.08,0.1399999999999999
47,2021-12-03 09:57:11,1466783579845939206,@WHCOS Especially African American and Hispanic unemployment  rates dropping to historic numbers!,0.0,0.0
48,2021-12-03 09:57:11,1466783581280387072,"@nanapantzilya Probably still night for me LOOL
I want to sleep soon, but it will only be a 2 hour nap as I want to… https://t.co/FWJewJpAb2",0.0,1.0
49,2021-12-03 09:57:13,1466783586737078279,@KyleMacchi It’s hysterical,-1.0,1.0
50,2021-12-03 09:57:16,1466783602113486853,Good Friday 🌊🌊🌊 https://t.co/q96PqxOOWe,0.7,0.6000000000000001
51,2021-12-03 09:57:18,1466783610502004743,"I'm at Kevins Home in West Deptford, NJ https://t.co/y5GjFI3XLF",0.0,0.0
52,2021-12-03 09:57:20,1466783617691049991,@aexm @sarita I’m looking at this in just my next few weeks’ speaking engagements. Nerve wracking for sure.,0.0999999999999999,0.3296296296296296
53,2021-12-03 09:57:22,1466783625085653002,Got me some breakfast today oatmeal and coffee lets go! https://t.co/IHRIt0xGc2,0.0,0.0
54,2021-12-03 09:57:22,1466783626859880449,"@RightWingWatch Trump is always projecting, Trump is crazy,very bad for our country and very bad for Chritianity.",-0.8049999999999998,0.7666666666666666
55,2021-12-03 09:57:24,1466783632043954177,@NoahBest11 Keep ya foot on that has. Dont let up at all,0.0,0.0
56,2021-12-03 09:57:24,1466783634002751492,Twitter had me expecting dude to sound like Kevin Gates 😂,0.4,0.4
57,2021-12-03 09:57:25,1466783638893301760,"Just posted a photo @ New York City, N.Y. https://t.co/vIfnwS9NuZ",0.1363636363636363,0.4545454545454545
58,2021-12-03 09:57:31,1466783661991280640,@NotWinfield Ngga blaming the beard and not the wrist 😂,0.0,0.0
59,2021-12-03 09:57:31,1466783662930862089,@TrKayKay @Provocative__ Wel I’m sorry 😢 an I mean that you are beautiful 🤩 ❤️❤️❤️🙏,0.0124999999999999,0.8958333333333334
60,2021-12-03 09:57:33,1466783670832963584,@JRogrow It’s so easy to say this now John after the significant decline in growth stocks...mr. obvious.  Haha... 🥴😩🤦🏻‍♂️.,0.2520833333333333,0.6270833333333333
61,2021-12-03 09:57:36,1466783683927498764,@PWagon60 @Kitacookie @SirGreggBoy Was it less problematic when she drunk drove away from my parents house for no r… https://t.co/fGKlcmESDL,-0.3333333333333333,0.5333333333333333
62,2021-12-03 09:57:36,1466783683894030343,"https://t.co/OPLpZgfbEB @bathbodyworks has a virtual line now, hopefully that prevents the site from crashing but a… https://t.co/KYcYI5ZDbi",0.0,0.0
63,2021-12-03 09:57:36,1466783685810823171,"We have a champion in the City Council whose going to fight for all of us, felicidades @tiffany_caban 🙌🏿🙌🏾🙌🏽 I'm ex… https://t.co/HrjvL5j1Ma",0.0,0.0
