Date,Text,Box,Status,Temperature,Sentiment
2021-11-29-17-23,"Sounds dreadful, pal. I’ll just stick with @LeStag17 and @SevKen5088. Known quantities, innit?","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.76,Negative
2021-11-29-17-24,"Rev. Dr. Bernadette Logan, Senior Pastor of Union United Methodist Church and founder of New Beginnings Outreach, h… https://t.co/5kVozQjlIp","[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.61,Positive
2021-11-29-17-24,Thats true. But you got to hunt wisely,"[[-75.563587, 38.788657], [-75.563587, 41.357424], [-73.88506, 41.357424], [-73.88506, 38.788657]]",Clouds,3.61,Positive
2021-11-29-17-24,absolutely hate when people speak french next to me thinking i can’t understand so i’m silently and excitedly await… https://t.co/uWUDWwMdlH,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.61,Negative
2021-11-29-17-24,"Join the UPS team! See our latest #Labor job openings, including ""Driver Helper"", via the link in our bio. #Morris, CT","[[-73.727776, 40.950918], [-73.727776, 42.050588], [-71.786994, 42.050588], [-71.786994, 40.950918]]",Clouds,3.61,Positive
2021-11-29-17-24,Look at Mi Amor getting all artsy fartsy! Lol,"[[-73.438594, 40.707867], [-73.438594, 40.759634], [-73.392564, 40.759634], [-73.392564, 40.707867]]",Clouds,3.61,Positive
2021-11-29-17-24,"“A lot of people say they want to be great, but they’re not willing to make the sacrifices necessary to achieve gre… https://t.co/cQFIAHL8EZ","[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.61,Positive
2021-11-29-17-24,"As the guy they support so hard would say, “your fired “ it’s no different than taking a knee for what… https://t.co/SDYobePkPx","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.61,Negative
2021-11-29-17-25,"That's it, keep pumping up his already huge head. That's real news.","[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clouds,3.61,Positive
2021-11-29-17-25,This is the number one thing you own that I lust for,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.61,Positive
2021-11-29-17-25,Bet Lol,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.61,Positive
2021-11-29-17-28,You’re most welcomed. And I love your legs.,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,3.61,Positive
2021-11-29-17-28,Fuck Brian Kelly forever.,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.61,Negative
2021-11-29-17-28,"The rangers are not a better team than the Yankees, not even close","[[-74.023591, 40.778186], [-74.023591, 40.796544], [-73.99818, 40.796544], [-73.99818, 40.778186]]",Clouds,3.61,Negative
2021-11-29-17-28,Language making when the right word didn’t exist. #intentioning = active verb form of intention.,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.61,Positive
2021-11-29-17-43,"Well, with a name like mine and that accent, you'd get fucked then in any o… https://t.co/CuSh5C1Nae","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.4,Negative
2021-11-29-17-43,I hate it here,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.4,Negative
2021-11-29-17-43,Is that excitable boy still roaming around our #WhiteHouse unsupervised. #JoeBiden just wants to go home and make s… https://t.co/Od5USlhg9t,"[[-74.012435, 40.260557], [-74.012435, 40.328156], [-73.974657, 40.328156], [-73.974657, 40.260557]]",Clouds,3.4,Positive
2021-11-29-17-43,"This #Architecture job might be a great fit for you. Click the link in our bio to see it and more. Senior Lab Planner at HOK #NewYork, NY","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.4,Positive
2021-11-29-17-44,I hate that I don’t have a beauty supply within walking distance anymore. This is very annoying.,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,3.4,Negative
2021-11-29-17-44,Watched The Incredibly True Story of Two Girls in Love. It is very sweet #nfotd https://t.co/lRxTtUZByf,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.4,Positive
2021-11-29-17-44,Beyond hideous. Baseball has become awful,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.4,Negative
2021-11-29-17-44,Nice!,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.4,Positive
2021-11-29-17-44,Thanks my love ♥️♥️,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.4,Positive
2021-11-29-17-44,Really? I'd imagine you as Secretary of whatever agency heads this- and a good one at that too,"[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clouds,3.4,Positive
2021-11-29-17-44,The subjunctive is such a girl boss tense,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.4,Negative
2021-11-29-17-45,Nothing is going to happen. Just a bunch of dirty looks and “Fuck You”,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-45,Wrong. Notre Dame is a religious i… https://t.co/jPX31qHV96,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Negative
2021-11-29-17-45,Go follow this page now. Looks amazing. Yummy. Rt for Rt?,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,3.31,Positive
2021-11-29-17-45,I would love for my friends to answer this question for me 😂,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-45,Looks like theyre taking more of a bite after hours as well📊📊📊,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-45,good call though,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-45,Very nice,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Positive
2021-11-29-17-45,Good Afternoon Twitter🌎 I’m here with my friends @Neverbores and @vincentpeakk 🍽 https://t.co/e4QB6MgXWv,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-45,I am so happy fo… https://t.co/1snCKz0JVY,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Positive
2021-11-29-17-45,"LOL, no it does not! Eat some veggies my friend! 😘","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-45,"As long as Hal fields a competitive team, people will show up. When you win 92G, you’re in the playoff hunt. If you… https://t.co/pX51ogr5qd","[[-73.454064, 40.65025], [-73.454064, 40.706734], [-73.423152, 40.706734], [-73.423152, 40.65025]]",Clouds,3.31,Positive
2021-11-29-17-45,I think I’ll be Yoko Ono for Purim. I’ll just sit in the corner and knit and occasionally make animal noises at people. Perfect 😂,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-45,Yes because one thing a Sag or Gemini man will do is show you a good time!,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Positive
2021-11-29-17-45,I use the same gifs cuz I’m lazy AF y’all 😂🤣,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,3.31,Negative
2021-11-29-17-45,This plane gotta be bigger on the way back then the way there cause the way people keep entering is ridiculous. https://t.co/SEAJcVESZF,"[[-73.784609, 40.645122], [-73.784609, 40.645122], [-73.784609, 40.645122], [-73.784609, 40.645122]]",Clouds,3.31,Negative
2021-11-29-17-46,I be forgetting how dirty ny smell smh,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-46,Just ignore. People listening is not a bad thing. Censorship doesn’t work. Why? Becaus… https://t.co/gKhbQv4yWg,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-46,Welcome aboard! Captain Moya one of our churches is just a block away from PSA-7. Looking forward to meet you and w… https://t.co/hQRdakI4Uh,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,3.31,Positive
2021-11-29-17-46,They gave u the buy 3 get one free deal?,"[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clouds,3.31,Positive
2021-11-29-17-47,Listening to Bad Bad Not Good…creating. 🤞🏿 good combo,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-47,Thought this would be a Muslim nation Ogaya oops Obama you was wrong you just woke the dead first using they identi… https://t.co/lNEKNvhjp7,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-47,this gay is suffering from the worst migraine right now 🤕,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-47,"quote this with a song that makes you feel like this ✨😌✨ i’ll go first, this remix of the song has been soothing m… https://t.co/UmHpVWbkFf","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-47,"Me and @xSenpaaii got tix for #SpiderManNoWayHome for 16th Dec , y’all stay safe tho.","[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-47,So so sorry for your loss.,"[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clouds,3.31,Negative
2021-11-29-17-47,"No guarantee he would have had success at Carolina, but it’s pretty clear he would have bolted if he had.","[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-47,Come tussle with us lol,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,3.31,Positive
2021-11-29-17-47,It sure does !💕,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-47,It is really sad to literally watch Paul and George's relationship break down because they had been friends the longest out of the band,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-48,Sure why not https://t.co/Mc9UfTJTbW,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-48,Man ive been eatin bad since Thanksgiving dropped and aint gain a pound,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,3.31,Negative
2021-11-29-17-48,Do I have lab reports to grade? Yes. Do I have focaccia on its first prove after singing along to @MariahCarey’s A… https://t.co/ihlGGl28yA,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-48,Come win a few rings without the asterisk @TeamCJCorrea @Mets,"[[-73.204691, 40.704985], [-73.204691, 40.747355], [-73.163829, 40.747355], [-73.163829, 40.704985]]",Clouds,3.31,Positive
2021-11-29-17-48,Great movie—I talk about this extensively in the piece!,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-48,The PAIN. I’ll never forget how bad this s#it stung. 🤣,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Negative
2021-11-29-17-48,"We're going to miss you very much, sir! Thanks so much for your service!","[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,3.31,Positive
2021-11-29-17-49,I want a better life,"[[-73.701496, 40.582128], [-73.701496, 40.595119], [-73.637403, 40.595119], [-73.637403, 40.582128]]",Clouds,3.31,Positive
2021-11-29-17-49,This is gonna age so bad I can already feel it in my body.,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-49,🎶We found love in a hopeless place🎶,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-49,I dunk on myself the thingy hard to RT atm,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-49,I know I’m feeling this man odee cuz he had one innocent conversation with his coworker and I’m laggy the whole time . Smh I need to grow up,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-49,he’s not serious right?,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Positive
2021-11-29-17-49,I got to play with truffles today it was fun,"[[-73.701496, 40.582128], [-73.701496, 40.595119], [-73.637403, 40.595119], [-73.637403, 40.582128]]",Clouds,3.31,Positive
2021-11-29-17-50,Nice angle🌞 Thank you David🙏🌻🧡🌞,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-50,"First one died like a dog second one blown the fuck up you heard our President TRUMP,","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-50,"Today’s global financial markets are faster paced, more complex and more competitive than ever. That’s why SS&amp;C Tec… https://t.co/6enBnrdRS2","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-50,Fair tbh,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-50,Not never but yes I definitely like to keep it lighthearted and fun on a first date. I will need to eventually know… https://t.co/cjyRW0UFyz,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Positive
2021-11-29-17-50,shane phillips = yimby propaganda,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Negative
2021-11-29-17-51,my moment of joy when saw snowing by the first time ❄️❤️ https://t.co/WFHq1nohQn,"[[-73.965497, 40.783076], [-73.965497, 40.783076], [-73.965497, 40.783076], [-73.965497, 40.783076]]",Clouds,3.31,Positive
2021-11-29-17-51,Thank you so much Queen🙏🌻🧡🌞,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-51,Thanks babe😘,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-51,im convinced these stats are more driven by the d they run instead of the individual,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Positive
2021-11-29-17-51,i love these!!!,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-51,5 option trades 5 wins still holding on to my swings and longs. Book up ~10% today. Staying patient with 15% cash,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-51,Have fun my friend ! Go scratch that itch,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-52,Definitely blessed and Highly favored! 🙏🏽,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Positive
2021-11-29-17-52,“To do a dull thing with style is preferable to doing a dangerous thing without it” How does one exist after this… https://t.co/WjGjxobehT,"[[-73.729201, 40.686184], [-73.729201, 40.720895], [-73.688289, 40.720895], [-73.688289, 40.686184]]",Clouds,3.31,Negative
2021-11-29-17-52,For anyone well else who wanted to know about Christmas in Lyndonville! 💚❤️🎅🏻😍thank you Thomas Wenhold! Best P.T. &amp;… https://t.co/0TkTNjIbmV,"[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]",Clouds,3.31,Positive
2021-11-29-17-52,Hi. So I have only one credit card and think I want to get another. The limit on this one is not that high. Does… https://t.co/S15qQlKgAN,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-52,I love this lighthouse design so much ♥️,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Positive
2021-11-29-17-52,"I only said Russ cause it’s been a bit to shake off his injury rust, tonight might be the night. Wish you the best","[[-73.078514, 40.821459], [-73.078514, 40.859985], [-73.014675, 40.859985], [-73.014675, 40.821459]]",Clouds,3.31,Positive
2021-11-29-17-52,*being obsessed with a DL guy who hates you* - there I fixed it,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Negative
2021-11-29-17-52,Y’all funny 🤣🤣🤣,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-52,If This Is it is a great song.,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-53,community please welcome one of @Clubhouse top creators @AAYANFIXMYLIFE,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-53,I’m excited to share it!,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-53,Looking great. Happy birthday 🎁!!,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-53,Yeah. He blocked me too and Twitter has been so much more sane since he did.,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-53,I entered to win $15 tix to see Assassins on @TodayTix! Enter here: https://t.co/bE3EQIHTQ1,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-53,Respectfully That’s Leather,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-53,Thank you so much for the kind words! :),"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-53,It was my first Anime after party is was a dope and interesting experience 😅,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-54,Yup lol just a little,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-54,"Bet, good looks","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-54,"Cameron, this one is not okay 🧠🧠 @mickman @dr01d_visuals https://t.co/sb4LfYuQWk","[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Negative
2021-11-29-17-54,Marsha Blackburn would be an excellent running mate for Donald Trump. She proved that she is 'bat-shit crazy ready'… https://t.co/G7QYBneVmv,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,3.31,Positive
2021-11-29-17-54,That’s a good point...! I don’t really know what’s required to become the speaker of the Ho… https://t.co/iBIW9HEydU,"[[-73.727776, 40.950918], [-73.727776, 42.050588], [-71.786994, 42.050588], [-71.786994, 40.950918]]",Clouds,3.31,Positive
2021-11-29-17-54,My date with Stanley. Thanks @NHLstoreNYC for another visit with @StanleyCup. #LGR #NYR #NHLSTORENYC #StanleyCup https://t.co/OOK7PM225B,"[[-73.997442, 40.752729], [-73.997442, 40.752729], [-73.997442, 40.752729], [-73.997442, 40.752729]]",Clouds,3.31,Positive
2021-11-29-17-54,"i LOVE the idea of choosing your opponent, instant chip on shoulder matchup","[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,3.31,Positive
2021-11-29-17-54,It takes strength and guts to be gentle and kind 🦋,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,3.31,Positive
2021-11-29-17-55,On what day of Christmas do you have to put your foot down and tell your true love no more birds,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,2.95,Positive
2021-11-29-17-55,Eek! This is very exciting. THANK YOU! https://t.co/vEVwKRRoqm,"[[-75.563587, 38.788657], [-75.563587, 41.357424], [-73.88506, 41.357424], [-73.88506, 38.788657]]",Clouds,2.95,Positive
2021-11-29-17-55,Stay safe! https://t.co/Ab8BMtBK6g,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,2.95,Positive
2021-11-29-17-55,This is why I warn people don't piss me off because ima make everybody miserable,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,2.95,Negative
2021-11-29-17-55,I feel numb 🙇🏻‍♀️,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,2.95,Negative
2021-11-29-17-55,Does anyone else feel like there is a vicious cycle of drag artists imitating the drama they see on reality tv and… https://t.co/bP2bJ7VKcE,"[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]",Clouds,2.95,Negative
2021-11-29-17-55,Lmao she’s the best tho,"[[-73.722827, 40.712833], [-73.722827, 40.73732], [-73.687894, 40.73732], [-73.687894, 40.712833]]",Clouds,2.95,Positive
2021-11-29-17-55,Whooo. This is great news for us. Melanie is a medicare for all champion.,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,2.95,Positive
2021-11-29-17-55,It’s just too much. Even Endgame didn’t have this much “hype”. Between the fake videos and all the t… https://t.co/NK2azIbYq1,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,2.95,Negative
2021-11-29-17-58,Coaching staff is incompetent as well but happy progress is being made,"[[-73.380745, 40.767592], [-73.380745, 40.83856], [-73.29345, 40.83856], [-73.29345, 40.767592]]",Clouds,2.95,Positive
2021-11-29-17-58,To Live To Love To be loved ❤,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,2.95,Positive
2021-11-29-17-58,Brodie love the kids! @JHarden13 https://t.co/ODLy5FmmYU,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,2.95,Positive
2021-11-29-17-58,"Bro all of this is cool , just bring back Vine","[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,2.95,Positive
2021-11-29-17-58,Its my twitter wtf,"[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]",Clouds,2.95,Negative
2021-11-29-17-59,my face captured during 15 minutes of straight kiwi… the woman was too stunned to speak https://t.co/o5GmcFBZk1,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,2.95,Positive
2021-11-29-17-59,She so cute 🥰,"[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]",Clouds,2.95,Positive
2021-11-29-17-59,Every time someone on Facebook announces their new baby’s name it gets… more and more interesting,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,2.95,Positive
2021-11-29-17-59,Awwww ❤️ thank you,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,2.95,Positive
2021-11-29-17-59,bc my friends were coming at me for starting my Christmas cheer as soon as December starts.. now ima start early 😋😅,"[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]",Clouds,2.95,Positive
2021-11-29-17-59,Never selling?? Everyone says that and than forgets. Lol.,"[[-73.545679, 40.699993], [-73.545679, 40.74357], [-73.484061, 40.74357], [-73.484061, 40.699993]]",Clouds,2.95,Positive
